index,time,channel,amplitude
21885,416.0541,c_747ch,-29.594
21886,416.38085,c_95ch,-21.09109
21887,416.3814,c_991ch,-32.08567
21888,416.3943,c_932ch,-20.22383
21889,416.5387,c_991ch,-28.91766
21890,416.6139,c_991ch,-29.84773
21891,416.71245,c_933ch,-33.68676
21892,416.7783,c_933ch,-38.06057
21893,416.79555,c_988ch,-18.75736
21894,416.85465,c_664ch,-36.27201
21895,416.96215,c_991ch,-31.91902
21896,417.00265,c_991ch,-32.44294
21897,417.0127,c_528ch,-26.47987
21898,417.013,c_660ch,-26.56395
21899,417.013,c_888ch,-26.12125
21900,417.0191,c_951ch,-21.70149
21901,417.0193,c_959ch,-26.89833
21902,417.0902,c_576ch,-27.559
21903,417.0906,c_1020ch,-31.44169
21904,417.29675,c_236ch,-24.76241
21905,417.4269,c_991ch,-27.85157
21906,417.43715,c_885ch,-22.45824
21907,417.5384,c_686ch,-29.29947
21908,417.5385,c_886ch,-24.47673
21909,417.55565,c_1024ch,-25.34156
21910,417.5558,c_896ch,-17.55882
21911,417.5559,c_1016ch,-32.12344
21912,417.5571,c_933ch,-25.55335
21913,417.57575,c_1020ch,-23.96201
21914,417.61205,c_931ch,-20.12454
21915,417.6235,c_868ch,-22.263
21916,417.6408,c_999ch,-22.81014
21917,417.67165,c_933ch,-35.00755
21918,417.69375,c_991ch,-40.88133
21919,417.75625,c_106ch,-23.84909
21920,417.75635,c_959ch,-29.73454
21921,417.82725,c_807ch,-28.26779
21922,417.8315,c_686ch,-32.39742
21923,417.9203,c_784ch,-18.67979
21924,417.9556,c_576ch,-21.58789
21925,417.95655,c_13ch,-20.02533
21926,417.99465,c_528ch,-23.10522
21927,418.06265,c_385ch,-20.04839
21928,418.07525,c_982ch,-23.40822
21929,418.0893,c_932ch,-24.22517
21930,418.13455,c_528ch,-22.27521
21931,418.1349,c_660ch,-29.54605
21932,418.13495,c_888ch,-18.7247
21933,418.1639,c_993ch,-19.05777
21934,418.21765,c_716ch,-18.24584
21935,418.36605,c_876ch,-21.0779
21936,418.58255,c_845ch,-16.60252
21937,418.62725,c_724ch,-23.09169
21938,418.63575,c_986ch,-30.51882
21939,418.63585,c_779ch,-28.29271
21940,418.6394,c_236ch,-22.96311
21941,418.70345,c_664ch,-30.67331
21942,418.7338,c_153ch,-50.98906
21943,418.7458,c_933ch,-26.05696
21944,418.88295,c_724ch,-20.94825
21945,418.9181,c_576ch,-20.06607
21946,418.9186,c_1020ch,-24.40265
21947,418.9245,c_959ch,-31.39536
21948,418.9929,c_933ch,-38.19717
21949,419.02215,c_930ch,-994.1204
21950,419.02215,c_914ch,-826.7227
21951,419.02235,c_766ch,-154.7818
21952,419.02235,c_825ch,-129.685
21953,419.02235,c_901ch,-185.3841
21954,419.02235,c_79ch,-205.3143
21955,419.02235,c_929ch,-192.085
21956,419.02235,c_830ch,-187.6888
21957,419.02235,c_597ch,-197.3305
21958,419.02235,c_981ch,-209.4661
21959,419.02235,c_797ch,-186.274
21960,419.02235,c_615ch,-189.8191
21961,419.02235,c_733ch,-200.3162
21962,419.02235,c_941ch,-176.8353
21963,419.02235,c_697ch,-211.9991
21964,419.02235,c_21ch,-183.3327
21965,419.02235,c_681ch,-185.387
21966,419.02235,c_661ch,-183.3846
21967,419.02235,c_1017ch,-194.991
21968,419.02235,c_29ch,-207.468
21969,419.02235,c_1ch,-171.435
21970,419.0447,c_824ch,-29.25425
21971,419.0576,c_1009ch,-19.51097
21972,419.068,c_822ch,-29.92545
21973,419.08355,c_932ch,-19.8564
21974,419.08955,c_780ch,-34.78735
21975,419.08975,c_1020ch,-29.5647
21976,419.0898,c_660ch,-27.30641
21977,419.1007,c_933ch,-26.01721
21978,419.11305,c_724ch,-24.48647
21979,419.11345,c_680ch,-44.2871
21980,419.1135,c_612ch,-24.07579
21981,419.11355,c_784ch,-46.53283
21982,419.1229,c_959ch,-26.228
21983,419.13215,c_839ch,-30.1357
21984,419.14665,c_807ch,-26.51353
21985,419.1587,c_985ch,-23.20616
21986,419.1878,c_751ch,-19.36772
21987,419.2289,c_986ch,-29.87142
21988,419.2312,c_919ch,-36.03603
21989,419.23125,c_2ch,-36.40353
21990,419.25825,c_959ch,-26.29412
21991,419.27105,c_528ch,-23.76
21992,419.27135,c_660ch,-30.94979
21993,419.2714,c_888ch,-21.49827
21994,419.2866,c_870ch,-24.11221
21995,419.28755,c_903ch,-33.85482
21996,419.3124,c_578ch,-71.09966
21997,419.32245,c_933ch,-31.52382
21998,419.3493,c_911ch,-26.12394
21999,419.34955,c_919ch,-30.54307
22000,419.34965,c_2ch,-26.44861
22001,419.3561,c_528ch,-26.32003
22002,419.3564,c_660ch,-28.54368
22003,419.35645,c_888ch,-21.03901
22004,419.4111,c_153ch,-50.16193
22005,419.4825,c_748ch,-22.62244
22006,419.4826,c_572ch,-19.70188
22007,419.507,c_672ch,-20.75791
22008,419.5176,c_986ch,-31.02621
22009,419.5188,c_1012ch,-20.52972
22010,419.61285,c_153ch,-52.39465
22011,419.75905,c_687ch,-29.72242
22012,419.7592,c_875ch,-20.47933
22013,419.79955,c_853ch,-26.84247
22014,419.80005,c_986ch,-23.29823
22015,419.86185,c_951ch,-25.65727
22016,419.86205,c_959ch,-30.76642
22017,419.90315,c_392ch,-31.17996
22018,419.9597,c_696ch,-34.13131
22019,420.0844,c_392ch,-23.16579
22020,420.09705,c_795ch,-23.7173
22021,420.4,c_385ch,-18.24295
22022,420.5319,c_1020ch,-29.54695
22023,420.61425,c_1017ch,-18.8475
22024,420.6143,c_933ch,-34.88235
22025,420.64675,c_711ch,-21.07203
22026,420.6471,c_933ch,-25.25167
22027,420.68035,c_234ch,-22.31145
22028,420.68035,c_606ch,-17.56126
22029,420.76135,c_933ch,-25.8837
22030,420.76485,c_392ch,-27.52416
22031,420.7923,c_926ch,-21.06117
22032,420.82855,c_392ch,-27.7438
22033,420.9649,c_153ch,-55.04115
22034,421.13405,c_724ch,-23.10997
22035,421.1518,c_54ch,-115.7527
22036,421.15945,c_528ch,-24.0378
22037,421.1598,c_660ch,-29.18591
22038,421.1931,c_392ch,-25.42268
22039,421.1944,c_385ch,-17.04529
22040,421.2372,c_932ch,-24.44402
22041,421.2659,c_392ch,-29.21089
22042,421.37845,c_991ch,-25.86334
22043,421.3826,c_392ch,-26.14166
22044,421.39665,c_906ch,-24.21698
22045,421.4087,c_576ch,-26.84755
22046,421.4549,c_153ch,-54.50042
22047,421.56645,c_986ch,-26.1368
22048,421.5752,c_886ch,-26.21365
22049,421.63335,c_933ch,-25.67116
22050,421.7004,c_932ch,-29.19027
22051,421.7477,c_686ch,-30.96878
22052,421.75745,c_688ch,-29.82831
22053,421.88795,c_991ch,-30.57329
22054,421.9587,c_986ch,-24.33052
22055,421.9686,c_686ch,-30.13302
22056,422.00765,c_1020ch,-22.22738
22057,422.0184,c_843ch,-28.69648
22058,422.03175,c_652ch,-26.60143
22059,422.0318,c_208ch,-32.32668
22060,422.032,c_612ch,-40.6051
22061,422.032,c_680ch,-43.12934
22062,422.03205,c_784ch,-43.94832
22063,422.10215,c_236ch,-28.6966
22064,422.2256,c_932ch,-26.92733
22065,422.288,c_660ch,-29.33306
22066,422.28805,c_888ch,-21.12887
22067,422.36105,c_528ch,-25.45457
22068,422.36135,c_660ch,-23.34849
22069,422.49155,c_664ch,-34.87602
22070,422.5123,c_817ch,-22.97075
22071,422.513,c_991ch,-26.50602
22072,422.5473,c_752ch,-23.33907
22073,422.5994,c_999ch,-22.6831
22074,422.6967,c_611ch,-23.27417
22075,422.8192,c_817ch,-25.67011
22076,422.8225,c_78ch,-23.00823
22077,422.8811,c_576ch,-19.59102
22078,422.8815,c_1020ch,-26.67491
22079,422.97585,c_932ch,-20.91545
22080,423.0535,c_722ch,-19.52071
22081,423.1038,c_1023ch,-26.51953
22082,423.1173,c_1024ch,-23.62602
22083,423.1176,c_1016ch,-30.96331
22084,423.1394,c_78ch,-25.34336
22085,423.19255,c_385ch,-17.43625
22086,423.38245,c_932ch,-18.04326
22087,423.4212,c_528ch,-27.83287
22088,423.4215,c_660ch,-29.26811
22089,423.46095,c_711ch,-23.59213
22090,423.4775,c_933ch,-25.33677
22091,423.47915,c_528ch,-26.99659
22092,423.4795,c_660ch,-32.58718
22093,423.47955,c_888ch,-24.28374
22094,423.52405,c_528ch,-28.65498
22095,423.5244,c_660ch,-25.85895
22096,423.5245,c_888ch,-22.27882
22097,423.5582,c_903ch,-29.93812
22098,423.6562,c_903ch,-26.77228
22099,423.6957,c_236ch,-25.54109
22100,423.764,c_578ch,-127.1422
22101,423.7644,c_932ch,-19.57391
22102,423.894,c_903ch,-23.94046
22103,424.02215,c_930ch,-975.1812
22104,424.02215,c_914ch,-834.2512
22105,424.02235,c_615ch,-206.2308
22106,424.02235,c_941ch,-179.238
22107,424.02235,c_929ch,-188.9024
22108,424.02235,c_901ch,-192.9018
22109,424.02235,c_830ch,-191.9746
22110,424.02235,c_79ch,-200.1777
22111,424.02235,c_797ch,-189.3532
22112,424.02235,c_766ch,-161.6451
22113,424.02235,c_597ch,-196.9449
22114,424.02235,c_1021ch,-170.4122
22115,424.02235,c_661ch,-189.2341
22116,424.02235,c_681ch,-191.1416
22117,424.02235,c_697ch,-217.3065
22118,424.02235,c_733ch,-203.4635
22119,424.02235,c_825ch,-130.921
22120,424.02235,c_1ch,-177.3918
22121,424.02235,c_1017ch,-199.693
22122,424.02235,c_5ch,-160.7816
22123,424.02235,c_21ch,-184.6071
22124,424.02235,c_29ch,-209.7957
22125,424.06185,c_1009ch,-25.48171
22126,424.0691,c_903ch,-26.57122
22127,424.07785,c_78ch,-28.56441
22128,424.0909,c_985ch,-20.76199
22129,424.1691,c_565ch,-28.09771
22130,424.1939,c_991ch,-31.33164
22131,424.2731,c_669ch,-100.8287
22132,424.28,c_113ch,-106.4356
22133,424.286,c_754ch,-82.479
22134,424.2911,c_933ch,-26.73104
22135,424.3279,c_829ch,-64.12991
22136,424.3291,c_829ch,-67.22469
22137,424.33205,c_767ch,-58.74752
22138,424.3325,c_767ch,-69.80628
22139,424.34345,c_153ch,-43.68896
22140,424.3566,c_612ch,-27.55472
22141,424.35675,c_396ch,-19.74564
22142,424.3983,c_385ch,-19.50701
22143,424.41375,c_817ch,-25.53926
22144,424.4144,c_991ch,-29.32557
22145,424.47055,c_11ch,-29.30226
22146,424.50335,c_1020ch,-31.25748
22147,424.6844,c_687ch,-25.09629
22148,424.7877,c_385ch,-20.58095
22149,424.8539,c_784ch,-22.73577
22150,424.87895,c_723ch,-25.63741
22151,424.92775,c_903ch,-27.43995
22152,425.066,c_932ch,-24.86043
22153,425.06655,c_153ch,-44.31143
22154,425.08165,c_85ch,-15.27053
22155,425.3147,c_891ch,-22.78111
22156,425.40835,c_472ch,-20.20682
22157,425.4253,c_868ch,-28.07495
22158,425.5156,c_790ch,-25.7438
22159,425.52255,c_724ch,-21.57239
22160,425.5229,c_396ch,-14.50875
22161,425.52295,c_612ch,-31.47696
22162,425.52295,c_680ch,-45.11786
22163,425.52305,c_784ch,-51.12055
22164,425.5231,c_772ch,-22.32725
22165,425.66165,c_724ch,-24.73406
22166,425.6621,c_528ch,-24.56173
22167,425.66235,c_660ch,-32.53655
22168,425.6624,c_888ch,-24.60911
22169,425.7569,c_991ch,-30.88542
22170,425.7904,c_528ch,-25.69887
22171,425.79065,c_660ch,-35.57652
22172,425.7907,c_888ch,-26.82593
22173,425.7968,c_932ch,-26.52815
22174,425.84745,c_236ch,-24.57629
22175,425.9556,c_815ch,-24.02271
22176,425.9592,c_933ch,-38.08738
22177,425.95925,c_701ch,-25.89728
22178,425.9959,c_1012ch,-22.67041
22179,425.99615,c_1016ch,-34.17258
22180,425.9963,c_660ch,-23.78095
22181,426.0132,c_933ch,-26.61142
22182,426.0641,c_22ch,-29.22385
22183,426.06695,c_611ch,-47.40297
22184,426.0873,c_903ch,-29.72917
22185,426.0898,c_933ch,-34.25578
22186,426.10165,c_686ch,-34.09783
22187,426.1533,c_977ch,-23.12497
22188,426.15935,c_945ch,-21.74633
22189,426.1602,c_863ch,-20.83785
22190,426.1795,c_686ch,-30.25514
22191,426.18545,c_153ch,-52.16449
22192,426.20015,c_78ch,-27.22613
22193,426.30625,c_686ch,-28.8881
22194,426.397,c_711ch,-20.38911
22195,426.44105,c_724ch,-24.94417
22196,426.44115,c_652ch,-21.65666
22197,426.44125,c_208ch,-39.96871
22198,426.44145,c_680ch,-38.85497
22199,426.4415,c_612ch,-27.06862
22200,426.4415,c_672ch,-22.2326
22201,426.44155,c_784ch,-27.00269
22202,426.45875,c_853ch,-29.39638
22203,426.4592,c_986ch,-21.74895
22204,426.45935,c_1020ch,-23.7202
22205,426.58415,c_1004ch,-19.02893
22206,426.6588,c_711ch,-21.0933
22207,426.6644,c_724ch,-22.67878
22208,426.9152,c_752ch,-24.27094
22209,426.9296,c_774ch,-21.39804
22210,426.93035,c_731ch,-29.16677
22211,427.003,c_991ch,-28.57639
22212,427.0324,c_932ch,-21.86833
22213,427.2823,c_806ch,-21.51119
22214,427.31065,c_576ch,-20.96344
22215,427.3111,c_1020ch,-24.03802
22216,427.35005,c_22ch,-24.23722
22217,427.38745,c_392ch,-24.25774
22218,427.5271,c_652ch,-22.21414
22219,427.52765,c_392ch,-22.95066
22220,427.56525,c_875ch,-20.01619
22221,427.652,c_153ch,-51.65479
22222,427.7301,c_932ch,-16.72668
22223,427.7349,c_834ch,-25.78087
22224,427.74505,c_392ch,-24.54963
22225,427.8252,c_528ch,-25.2774
22226,427.8255,c_660ch,-28.84983
22227,427.82555,c_888ch,-26.76695
22228,427.85025,c_532ch,-25.79476
22229,427.85035,c_208ch,-27.6919
22230,427.85055,c_612ch,-32.95514
22231,427.85055,c_680ch,-40.70761
22232,427.8506,c_784ch,-41.97721
22233,427.8653,c_711ch,-23.90143
22234,427.931,c_392ch,-22.77598
22235,427.9442,c_528ch,-28.82299
22236,427.94455,c_660ch,-24.19182
22237,427.94455,c_888ch,-19.75891
22238,428.00545,c_817ch,-23.63137
22239,428.08,c_153ch,-45.74376
22240,428.2108,c_959ch,-24.96972
22241,428.2109,c_971ch,-25.68153
22242,428.37115,c_764ch,-16.71961
22243,428.4084,c_932ch,-21.31857
22244,428.4983,c_815ch,-24.36241
22245,428.7698,c_817ch,-21.5213
22246,428.8387,c_576ch,-23.2965
22247,428.83915,c_1020ch,-26.62244
22248,428.84875,c_862ch,-21.75054
22249,428.8488,c_909ch,-27.68362
22250,428.92545,c_909ch,-21.99935
22251,429.0221,c_682ch,-740.1418
22252,429.0221,c_914ch,-1302.105
22253,429.0221,c_930ch,-1194.637
22254,429.02215,c_946ch,-971.3293
22255,429.05325,c_793ch,-56.93018
22256,429.0542,c_780ch,-32.53363
22257,429.0556,c_1013ch,-29.01406
22258,429.057,c_783ch,-27.5123
22259,429.0585,c_934ch,-55.32963
22260,429.0601,c_724ch,-42.92905
22261,429.062,c_39ch,-44.47738
22262,429.064,c_716ch,-27.95995
22263,429.0686,c_1020ch,-38.91327
22264,429.06865,c_660ch,-48.36065
22265,429.06895,c_640ch,-30.95677
22266,429.06965,c_733ch,-37.56248
22267,429.0703,c_595ch,-61.39163
22268,429.07095,c_208ch,-26.97024
22269,429.0711,c_680ch,-41.62002
22270,429.07115,c_612ch,-30.07768
22271,429.0712,c_784ch,-43.36658
22272,429.0726,c_79ch,-30.6857
22273,429.0729,c_1016ch,-31.35698
22274,429.07305,c_641ch,-62.91511
22275,429.07355,c_611ch,-44.16417
22276,429.0742,c_75ch,-37.16724
22277,429.0747,c_933ch,-80.85393
22278,429.0747,c_793ch,-82.68763
22279,429.0748,c_701ch,-91.00146
22280,429.075,c_75ch,-36.27637
22281,429.0805,c_758ch,-35.55726
22282,429.08055,c_576ch,-46.29064
22283,429.0807,c_1020ch,-46.74836
22284,429.08075,c_660ch,-53.70874
22285,429.0809,c_568ch,-24.62005
22286,429.0812,c_641ch,-42.74456
22287,429.0841,c_1007ch,-19.5557
22288,429.0852,c_708ch,-28.85616
22289,429.0854,c_528ch,-40.23507
22290,429.08925,c_576ch,-38.5718
22291,429.08955,c_652ch,-33.84125
22292,429.0896,c_208ch,-29.44655
22293,429.08975,c_612ch,-35.18983
22294,429.08975,c_680ch,-41.84455
22295,429.0898,c_784ch,-47.02307
22296,429.0899,c_153ch,-51.90772
22297,429.091,c_751ch,-24.02088
22298,429.09415,c_733ch,-35.6217
22299,429.10075,c_576ch,-44.46737
22300,429.10075,c_862ch,-47.24953
22301,429.1009,c_1020ch,-44.03542
22302,429.10095,c_660ch,-51.00877
22303,429.10275,c_793ch,-73.96278
22304,429.10285,c_701ch,-76.0063
22305,429.104,c_392ch,-31.02577
22306,429.1116,c_1016ch,-27.79785
22307,429.11235,c_702ch,-60.48747
22308,429.11305,c_716ch,-28.81512
22309,429.1155,c_576ch,-40.4672
22310,429.1156,c_744ch,-36.21404
22311,429.1157,c_660ch,-54.55998
22312,429.1224,c_783ch,-29.48342
22313,429.1224,c_1013ch,-31.62784
22314,429.1247,c_874ch,-37.02851
22315,429.12625,c_208ch,-32.32917
22316,429.1264,c_680ch,-34.73057
22317,429.1265,c_784ch,-40.72084
22318,429.13305,c_942ch,-27.1568
22319,429.1339,c_79ch,-29.845
22320,429.1341,c_576ch,-44.94984
22321,429.13425,c_1020ch,-38.5812
22322,429.13475,c_733ch,-39.31394
22323,429.13525,c_611ch,-41.61731
22324,429.13805,c_153ch,-43.01164
22325,429.1404,c_1016ch,-30.57407
22326,429.1436,c_780ch,-26.08511
22327,429.14425,c_1009ch,-22.14184
22328,429.1444,c_793ch,-51.21234
22329,429.14455,c_701ch,-57.62531
22330,429.14675,c_783ch,-25.95891
22331,429.1504,c_595ch,-54.65704
22332,429.15495,c_576ch,-42.05188
22333,429.155,c_528ch,-27.44246
22334,429.1551,c_1020ch,-47.93782
22335,429.1551,c_744ch,-33.23127
22336,429.15515,c_660ch,-53.21251
22337,429.15575,c_733ch,-32.44037
22338,429.1561,c_680ch,-39.22116
22339,429.15615,c_784ch,-34.50476
22340,429.1579,c_793ch,-51.88177
22341,429.15805,c_701ch,-60.22031
22342,429.16025,c_724ch,-40.78521
22343,429.16055,c_1013ch,-28.86602
22344,429.16065,c_656ch,-25.32146
22345,429.16565,c_611ch,-51.41071
22346,429.16675,c_1016ch,-31.5365
22347,429.168,c_866ch,-44.65978
22348,429.17195,c_866ch,-40.26924
22349,429.17355,c_528ch,-27.14484
22350,429.1781,c_716ch,-24.07341
22351,429.17855,c_392ch,-25.94542
22352,429.1804,c_641ch,-59.34173
22353,429.18675,c_793ch,-52.52224
22354,429.18685,c_701ch,-51.45633
22355,429.18715,c_784ch,-32.90208
22356,429.18805,c_611ch,-43.70568
22357,429.19015,c_595ch,-54.32917
22358,429.19265,c_576ch,-53.13055
22359,429.19285,c_660ch,-67.19627
22360,429.19285,c_1020ch,-45.96656
22361,429.1945,c_783ch,-33.52563
22362,429.19485,c_780ch,-33.1311
22363,429.19685,c_641ch,-58.39273
22364,429.20115,c_110ch,-40.80318
22365,429.20145,c_652ch,-36.62272
22366,429.2027,c_793ch,-48.13289
22367,429.2028,c_701ch,-60.80516
22368,429.2082,c_576ch,-36.35828
22369,429.20835,c_1020ch,-32.34192
22370,429.20845,c_660ch,-51.32318
22371,429.2097,c_153ch,-36.48891
22372,429.2136,c_1016ch,-38.56956
22373,429.21785,c_885ch,-30.93674
22374,429.2227,c_733ch,-33.66305
22375,429.22275,c_595ch,-56.69467
22376,429.2278,c_680ch,-39.79462
22377,429.2279,c_784ch,-34.51531
22378,429.2299,c_718ch,-47.26289
22379,429.232,c_909ch,-25.51921
22380,429.2344,c_783ch,-32.46679
22381,429.23515,c_1020ch,-44.40085
22382,429.24145,c_576ch,-37.12985
22383,429.2415,c_528ch,-26.6267
22384,429.2416,c_1020ch,-50.48642
22385,429.2416,c_744ch,-32.22429
22386,429.24165,c_888ch,-26.98684
22387,429.24165,c_660ch,-67.8804
22388,429.2417,c_836ch,-27.26729
22389,429.2422,c_611ch,-41.35275
22390,429.2438,c_933ch,-57.85057
22391,429.24395,c_793ch,-40.38601
22392,429.2441,c_701ch,-51.13568
22393,429.24865,c_783ch,-30.12388
22394,429.25095,c_876ch,-25.53814
22395,429.25125,c_592ch,-19.02378
22396,429.2516,c_595ch,-58.17619
22397,429.25165,c_1016ch,-33.77942
22398,429.25565,c_724ch,-36.74997
22399,429.256,c_396ch,-20.06171
22400,429.25725,c_153ch,-26.36269
22401,429.2597,c_727ch,-63.08475
22402,429.2601,c_701ch,-50.54008
22403,429.2614,c_1002ch,-34.76832
22404,429.26185,c_734ch,-55.783
22405,429.262,c_733ch,-30.44307
22406,429.2644,c_727ch,-71.96122
22407,429.26475,c_734ch,-50.32055
22408,429.26575,c_1009ch,-23.33262
22409,429.27115,c_611ch,-53.97215
22410,429.2719,c_724ch,-35.8978
22411,429.272,c_652ch,-21.85516
22412,429.28025,c_852ch,-26.60835
22413,429.2806,c_780ch,-28.95925
22414,429.284,c_793ch,-53.02327
22415,429.2841,c_701ch,-69.40917
22416,429.28845,c_733ch,-34.8653
22417,429.2897,c_1016ch,-30.32969
22418,429.29105,c_656ch,-25.4999
22419,429.293,c_595ch,-45.35659
22420,429.29685,c_54ch,-113.2834
22421,429.29985,c_528ch,-28.9706
22422,429.29985,c_576ch,-34.83969
22423,429.3,c_1020ch,-38.48718
22424,429.30005,c_660ch,-65.89838
22425,429.3001,c_836ch,-23.81904
22426,429.30685,c_733ch,-36.31165
22427,429.31035,c_680ch,-35.44705
22428,429.3104,c_784ch,-36.0573
22429,429.31285,c_701ch,-52.9721
22430,429.3152,c_724ch,-39.3742
22431,429.31525,c_652ch,-28.89968
22432,429.31875,c_1016ch,-33.41821
22433,429.32395,c_528ch,-26.43361
22434,429.3243,c_660ch,-29.68212
22435,429.3289,c_611ch,-38.34949
22436,429.33075,c_724ch,-35.61747
22437,429.33255,c_251ch,-28.02413
22438,429.33255,c_593ch,-37.35612
22439,429.33525,c_780ch,-26.08933
22440,429.3355,c_1020ch,-32.34866
22441,429.3375,c_638ch,-42.02576
22442,429.33755,c_718ch,-38.53839
22443,429.3398,c_652ch,-23.98246
22444,429.3399,c_208ch,-26.85747
22445,429.34,c_872ch,-22.31343
22446,429.34005,c_680ch,-46.32579
22447,429.34005,c_612ch,-31.03305
22448,429.34015,c_784ch,-44.2794
22449,429.34015,c_1009ch,-24.05607
22450,429.34105,c_153ch,-35.20005
22451,429.34665,c_783ch,-24.33016
22452,429.3517,c_611ch,-40.35417
22453,429.35235,c_793ch,-52.48317
22454,429.3525,c_701ch,-62.11821
22455,429.35905,c_724ch,-34.06544
22456,429.36695,c_236ch,-23.28863
22457,429.36705,c_780ch,-25.61128
22458,429.36905,c_576ch,-39.51534
22459,429.36925,c_1020ch,-48.53922
22460,429.3693,c_660ch,-54.77042
22461,429.36935,c_836ch,-23.19609
22462,429.36965,c_51ch,-34.31126
22463,429.3716,c_37ch,-23.34813
22464,429.37315,c_701ch,-47.49802
22465,429.38115,c_716ch,-23.16807
22466,429.3855,c_91ch,-33.4803
22467,429.38925,c_153ch,-39.38538
22468,429.3893,c_933ch,-53.95174
22469,429.38945,c_793ch,-50.87111
22470,429.3896,c_701ch,-54.46219
22471,429.38975,c_696ch,-30.16317
22472,429.39415,c_611ch,-45.23179
22473,429.39465,c_724ch,-46.45708
22474,429.3947,c_652ch,-24.58678
22475,429.3956,c_970ch,-29.03574
22476,429.39615,c_576ch,-35.52585
22477,429.3964,c_660ch,-50.18657
22478,429.39685,c_903ch,-37.29433
22479,429.4001,c_641ch,-54.72768
22480,429.4001,c_945ch,-28.14136
22481,429.40015,c_934ch,-32.16822
22482,429.40305,c_649ch,-43.05548
22483,429.40315,c_986ch,-30.85904
22484,429.40385,c_392ch,-30.36658
22485,429.40495,c_680ch,-37.23456
22486,429.40505,c_784ch,-36.80564
22487,429.4154,c_595ch,-47.22996
22488,429.418,c_724ch,-36.89899
22489,429.41805,c_652ch,-28.22334
22490,429.41835,c_632ch,-25.13202
22491,429.4184,c_656ch,-20.67632
22492,429.4226,c_942ch,-28.13059
22493,429.42375,c_718ch,-32.6754
22494,429.42375,c_638ch,-27.42591
22495,429.4289,c_783ch,-25.47263
22496,429.4296,c_933ch,-45.02719
22497,429.4346,c_933ch,-54.50037
22498,429.43475,c_793ch,-45.99538
22499,429.4349,c_701ch,-49.70163
22500,429.4405,c_79ch,-26.7795
22501,429.44145,c_924ch,-22.94359
22502,429.4418,c_611ch,-48.70955
22503,429.45,c_686ch,-34.7138
22504,429.45975,c_724ch,-33.27764
22505,429.4598,c_652ch,-27.95338
22506,429.46165,c_1013ch,-25.47389
22507,429.46485,c_942ch,-20.16088
22508,429.46655,c_617ch,-34.75632
22509,429.47825,c_1009ch,-22.16559
22510,429.48525,c_611ch,-34.10099
22511,429.50175,c_823ch,-20.35513
22512,429.5295,c_208ch,-25.55138
22513,429.5296,c_872ch,-20.22534
22514,429.5297,c_680ch,-38.47907
22515,429.52975,c_612ch,-35.55147
22516,429.5298,c_672ch,-19.57524
22517,429.5298,c_784ch,-39.20697
22518,429.53185,c_396ch,-21.24946
22519,429.54365,c_385ch,-19.06005
22520,429.54615,c_946ch,-44.00947
22521,429.5495,c_686ch,-27.88863
22522,429.5521,c_78ch,-25.67192
22523,429.5555,c_115ch,-23.27772
22524,429.603,c_699ch,-21.42138
22525,429.6089,c_1014ch,-30.61178
22526,429.6442,c_862ch,-22.06627
22527,429.6479,c_115ch,-24.38281
22528,429.70315,c_115ch,-25.70181
22529,429.70325,c_567ch,-20.27728
22530,429.7291,c_664ch,-31.24974
22531,429.99235,c_898ch,-43.90685
22532,430.49515,c_670ch,-20.49502
22533,430.9504,c_696ch,-36.82198
22534,431.5764,c_959ch,-30.51505
22535,431.62875,c_932ch,-23.97544
22536,431.6787,c_724ch,-20.57814
22537,431.7272,c_573ch,-18.64933
22538,431.9328,c_1016ch,-29.87113
22539,431.933,c_660ch,-26.15425
22540,432.01325,c_932ch,-20.97846
22541,432.05015,c_576ch,-26.91458
22542,432.05055,c_1020ch,-21.54765
22543,432.0647,c_863ch,-17.14477
22544,432.3461,c_80ch,-19.69067
22545,432.3724,c_528ch,-21.63511
22546,432.40745,c_1020ch,-19.68042
22547,432.42085,c_724ch,-20.32379
22548,432.4213,c_528ch,-23.1244
22549,432.4216,c_660ch,-32.43335
22550,432.4568,c_528ch,-26.46627
22551,432.51035,c_761ch,-22.85615
22552,432.56,c_432ch,-20.43424
22553,432.6784,c_932ch,-17.37491
22554,432.7636,c_933ch,-25.86902
22555,432.80125,c_724ch,-22.48755
22556,432.91765,c_576ch,-25.40482
22557,432.91805,c_1020ch,-31.31621
22558,432.96455,c_560ch,-18.47022
22559,433.00465,c_385ch,-18.87362
22560,433.07935,c_385ch,-16.69868
22561,433.25885,c_932ch,-17.25977
22562,433.33505,c_724ch,-22.96383
22563,433.35595,c_774ch,-23.60065
22564,433.48025,c_751ch,-21.2375
22565,433.5143,c_945ch,-43.49352
22566,433.51435,c_641ch,-85.10603
22567,433.51435,c_703ch,-28.9084
22568,433.51435,c_922ch,-32.02991
22569,433.51435,c_934ch,-53.88161
22570,433.5144,c_713ch,-23.33801
22571,433.51445,c_785ch,-40.43099
22572,433.6042,c_1020ch,-29.83342
22573,433.6339,c_239ch,-26.8488
22574,433.6415,c_889ch,-23.80593
22575,433.7415,c_528ch,-31.18585
22576,433.74185,c_660ch,-26.19266
22577,433.74185,c_888ch,-29.15617
22578,433.7488,c_986ch,-25.1835
22579,433.7824,c_528ch,-25.7942
22580,433.78275,c_660ch,-27.10102
22581,433.8284,c_780ch,-18.92579
22582,433.9468,c_392ch,-19.39108
22583,433.99015,c_932ch,-22.61304
