index,time,channel,amplitude
15392,306.2693,c_385ch,-17.02127
15393,306.3455,c_815ch,-23.20233
15394,306.5549,c_932ch,-19.46322
15395,306.6132,c_758ch,-28.59336
15396,306.641,c_251ch,-20.58101
15397,306.71545,c_951ch,-24.54551
15398,306.8153,c_934ch,-31.5123
15399,306.9195,c_184ch,-23.96235
15400,306.92865,c_784ch,-20.15301
15401,307.13805,c_576ch,-23.64404
15402,307.13845,c_1020ch,-21.01739
15403,307.169,c_959ch,-42.84881
15404,307.2294,c_385ch,-22.88958
15405,307.2981,c_45ch,-21.36325
15406,307.4356,c_551ch,-18.74589
15407,307.67155,c_932ch,-20.24725
15408,307.67695,c_385ch,-15.72147
15409,307.8746,c_528ch,-24.30277
15410,307.8749,c_660ch,-24.84887
15411,307.87495,c_888ch,-24.88989
15412,307.8827,c_686ch,-31.34916
15413,307.9012,c_868ch,-25.57814
15414,307.9301,c_385ch,-20.25478
15415,307.9418,c_528ch,-24.92073
15416,307.94215,c_660ch,-26.77617
15417,307.9564,c_1016ch,-37.29866
15418,307.9565,c_1020ch,-19.90471
15419,307.95655,c_660ch,-26.60724
15420,308.01145,c_236ch,-26.91416
15421,308.018,c_576ch,-19.40913
15422,308.01845,c_1020ch,-27.31172
15423,308.02945,c_886ch,-29.48524
15424,308.1342,c_934ch,-21.76986
15425,308.1546,c_947ch,-21.6018
15426,308.2638,c_934ch,-26.61423
15427,308.40615,c_236ch,-27.32548
15428,308.4638,c_959ch,-36.35407
15429,308.4845,c_1002ch,-27.09942
15430,308.61215,c_888ch,-18.5528
15431,308.6525,c_1020ch,-24.45315
15432,308.73715,c_688ch,-21.42202
15433,308.80485,c_78ch,-20.46975
15434,308.8271,c_1016ch,-34.31168
15435,308.8272,c_1020ch,-22.56693
15436,308.82725,c_660ch,-25.07542
15437,309.02135,c_906ch,-918.6782
15438,309.02135,c_978ch,-802.1019
15439,309.02135,c_1002ch,-885.3397
15440,309.02135,c_898ch,-792.3953
15441,309.02135,c_954ch,-866.1603
15442,309.0214,c_521ch,-772.6887
15443,309.0214,c_686ch,-875.9903
15444,309.0214,c_670ch,-784.6331
15445,309.0214,c_769ch,-820.9435
15446,309.0214,c_627ch,-748.2861
15447,309.0214,c_1014ch,-901.7598
15448,309.0214,c_805ch,-849.3721
15449,309.0214,c_59ch,-869.8807
15450,309.0214,c_13ch,-723.1343
15451,309.0214,c_983ch,-791.9741
15452,309.0214,c_814ch,-870.5805
15453,309.0214,c_738ch,-849.8226
15454,309.0214,c_1010ch,-797.7408
15455,309.0214,c_955ch,-767.2113
15456,309.0214,c_853ch,-750.5244
15457,309.0214,c_698ch,-879.044
15458,309.0214,c_846ch,-756.9247
15459,309.0214,c_971ch,-711.1257
15460,309.0214,c_857ch,-711.0385
15461,309.0214,c_667ch,-707.9026
15462,309.0214,c_747ch,-816.431
15463,309.0214,c_822ch,-722.0036
15464,309.0214,c_999ch,-767.6033
15465,309.0214,c_951ch,-757.6776
15466,309.0214,c_790ch,-867.4254
15467,309.0214,c_842ch,-851.9747
15468,309.0214,c_938ch,-864.4531
15469,309.0214,c_650ch,-693.5593
15470,309.0214,c_838ch,-850.6926
15471,309.0214,c_939ch,-865.6917
15472,309.0214,c_654ch,-783.9847
15473,309.0214,c_987ch,-896.4625
15474,309.0214,c_831ch,-851.1057
15475,309.0214,c_40ch,-708.4914
15476,309.02155,c_385ch,-476.8553
15477,309.02155,c_381ch,-458.2274
15478,309.02155,c_664ch,-621.6688
15479,309.02155,c_196ch,-535.787
15480,309.0216,c_126ch,-521.5576
15481,309.0217,c_898ch,-632.5082
15482,309.02175,c_831ch,-752.1985
15483,309.02175,c_987ch,-647.8289
15484,309.02175,c_814ch,-782.2365
15485,309.02175,c_906ch,-523.2092
15486,309.02175,c_1010ch,-754.4957
15487,309.02175,c_738ch,-833.7512
15488,309.02175,c_978ch,-671.4454
15489,309.02175,c_938ch,-845.2621
15490,309.02175,c_1002ch,-564.9955
15491,309.02175,c_59ch,-714.0992
15492,309.02175,c_954ch,-518.5815
15493,309.02315,c_898ch,-108.9063
15494,309.02315,c_987ch,-111.4438
15495,309.02315,c_59ch,-113.5978
15496,309.02315,c_978ch,-110.3933
15497,309.02315,c_1002ch,-111.8539
15498,309.02315,c_831ch,-112.1234
15499,309.02315,c_954ch,-108.4759
15500,309.02315,c_1010ch,-111.1348
15501,309.02315,c_906ch,-112.4539
15502,309.02315,c_738ch,-115.4354
15503,309.02335,c_682ch,-31.28397
15504,309.02335,c_946ch,-57.03008
15505,309.03255,c_652ch,-37.78656
15506,309.03435,c_868ch,-24.89881
15507,309.0381,c_595ch,-95.31408
15508,309.04435,c_780ch,-39.85958
15509,309.04555,c_733ch,-45.23676
15510,309.04665,c_701ch,-57.47861
15511,309.04945,c_932ch,-22.96802
15512,309.0513,c_528ch,-29.76291
15513,309.0513,c_576ch,-42.54939
15514,309.05145,c_1020ch,-47.33685
15515,309.0515,c_660ch,-65.41767
15516,309.05655,c_208ch,-31.80085
15517,309.0567,c_595ch,-93.91646
15518,309.05675,c_680ch,-41.85229
15519,309.0568,c_612ch,-33.6864
15520,309.05685,c_784ch,-48.01072
15521,309.0569,c_783ch,-32.39094
15522,309.06285,c_528ch,-39.53428
15523,309.0633,c_576ch,-35.30201
15524,309.0635,c_660ch,-55.94396
15525,309.0636,c_568ch,-32.63337
15526,309.0673,c_684ch,-27.80014
15527,309.06985,c_696ch,-40.62338
15528,309.0709,c_153ch,-64.56044
15529,309.07175,c_236ch,-29.90451
15530,309.0737,c_783ch,-30.35208
15531,309.07375,c_903ch,-53.58234
15532,309.07515,c_1017ch,-42.05936
15533,309.07525,c_793ch,-54.088
15534,309.0755,c_392ch,-33.03433
15535,309.07615,c_576ch,-33.01046
15536,309.0763,c_1020ch,-62.9235
15537,309.0763,c_744ch,-41.34828
15538,309.07635,c_660ch,-75.68413
15539,309.07645,c_888ch,-30.05122
15540,309.07645,c_836ch,-32.00724
15541,309.0765,c_568ch,-31.15834
15542,309.08115,c_611ch,-38.58405
15543,309.08225,c_733ch,-33.67564
15544,309.0843,c_532ch,-28.30019
15545,309.0843,c_652ch,-48.03482
15546,309.08435,c_208ch,-37.09842
15547,309.08445,c_872ch,-27.3473
15548,309.0846,c_784ch,-43.73687
15549,309.08705,c_960ch,-28.72604
15550,309.08895,c_1017ch,-35.92931
15551,309.089,c_933ch,-89.86272
15552,309.0891,c_793ch,-51.38869
15553,309.09335,c_656ch,-23.5708
15554,309.0935,c_37ch,-32.64824
15555,309.0969,c_1016ch,-32.00975
15556,309.099,c_701ch,-50.78814
15557,309.10255,c_733ch,-36.4148
15558,309.10785,c_919ch,-32.36225
15559,309.10825,c_660ch,-60.65187
15560,309.1083,c_836ch,-31.74138
15561,309.11215,c_795ch,-34.95922
15562,309.11355,c_817ch,-29.06871
15563,309.11675,c_612ch,-28.6075
15564,309.11675,c_680ch,-44.65718
15565,309.1168,c_784ch,-39.89148
15566,309.11795,c_595ch,-82.17454
15567,309.11865,c_933ch,-68.06413
15568,309.11895,c_701ch,-55.16583
15569,309.12045,c_652ch,-37.61358
15570,309.12445,c_392ch,-33.30295
15571,309.1246,c_733ch,-35.11824
15572,309.1252,c_1020ch,-35.13599
15573,309.12635,c_1016ch,-34.39195
15574,309.1277,c_696ch,-30.63159
15575,309.1298,c_79ch,-32.3237
15576,309.1304,c_959ch,-43.092
15577,309.1324,c_153ch,-47.12153
15578,309.1353,c_793ch,-46.28762
15579,309.13545,c_701ch,-62.2338
15580,309.13545,c_783ch,-28.13254
15581,309.1471,c_701ch,-53.3095
15582,309.15145,c_679ch,-32.84349
15583,309.15145,c_875ch,-33.84325
15584,309.1535,c_595ch,-70.06637
15585,309.1547,c_576ch,-44.75572
15586,309.15475,c_528ch,-34.74945
15587,309.15485,c_1020ch,-44.53345
15588,309.15485,c_744ch,-37.76275
15589,309.1549,c_660ch,-72.8809
15590,309.15505,c_568ch,-29.60488
15591,309.15595,c_51ch,-34.16815
15592,309.15635,c_694ch,-29.78023
15593,309.1567,c_1016ch,-35.92127
15594,309.16085,c_37ch,-20.97804
15595,309.1611,c_783ch,-31.00449
15596,309.1617,c_611ch,-45.00938
15597,309.1641,c_701ch,-50.9334
15598,309.16565,c_784ch,-32.36283
15599,309.1744,c_595ch,-68.80268
15600,309.1769,c_909ch,-30.14681
15601,309.18,c_724ch,-47.53585
15602,309.18015,c_652ch,-29.1755
15603,309.1804,c_677ch,-48.56406
15604,309.18055,c_1009ch,-22.54226
15605,309.1872,c_208ch,-25.64293
15606,309.1874,c_680ch,-38.01508
15607,309.1875,c_784ch,-33.02606
15608,309.18835,c_903ch,-35.8153
15609,309.19045,c_576ch,-29.63791
15610,309.1906,c_1020ch,-48.62796
15611,309.19065,c_660ch,-59.69039
15612,309.1907,c_836ch,-25.4556
15613,309.1923,c_1016ch,-29.87047
15614,309.1958,c_595ch,-60.61755
15615,309.19895,c_236ch,-25.59953
15616,309.1997,c_604ch,-22.55215
15617,309.19995,c_696ch,-38.4814
15618,309.20005,c_783ch,-30.45288
15619,309.20035,c_733ch,-32.52185
15620,309.20165,c_638ch,-37.36825
15621,309.20175,c_718ch,-50.69664
15622,309.20205,c_153ch,-48.25195
15623,309.20285,c_701ch,-51.91004
15624,309.20295,c_641ch,-32.79011
15625,309.20915,c_576ch,-35.28836
15626,309.20935,c_1020ch,-48.04924
15627,309.2094,c_660ch,-66.15981
15628,309.20945,c_836ch,-36.7567
15629,309.20945,c_888ch,-22.56949
15630,309.2095,c_568ch,-28.77337
15631,309.21655,c_595ch,-62.41242
15632,309.2181,c_652ch,-31.3049
15633,309.2183,c_396ch,-20.24413
15634,309.22015,c_680ch,-40.88167
15635,309.22025,c_672ch,-31.59369
15636,309.22025,c_784ch,-37.9291
15637,309.22085,c_733ch,-29.51831
15638,309.22225,c_783ch,-32.67375
15639,309.2274,c_701ch,-46.20383
15640,309.2287,c_153ch,-49.41946
15641,309.22905,c_652ch,-33.17806
15642,309.22975,c_392ch,-34.34882
15643,309.2333,c_572ch,-23.09839
15644,309.2338,c_1016ch,-30.57424
15645,309.2363,c_611ch,-47.59126
15646,309.2382,c_724ch,-40.54304
15647,309.23825,c_652ch,-31.37313
15648,309.2388,c_595ch,-56.66947
15649,309.2409,c_1018ch,-36.461
15650,309.24115,c_641ch,-74.70018
15651,309.24115,c_934ch,-56.64094
15652,309.2456,c_922ch,-33.0929
15653,309.247,c_780ch,-30.59989
15654,309.24975,c_854ch,-31.89822
15655,309.24975,c_617ch,-38.2371
15656,309.24995,c_886ch,-29.05339
15657,309.25045,c_208ch,-26.31699
15658,309.2505,c_933ch,-68.9634
15659,309.25055,c_733ch,-30.26391
15660,309.25095,c_799ch,-28.01293
15661,309.251,c_854ch,-34.18
15662,309.251,c_991ch,-33.50036
15663,309.25125,c_843ch,-27.9933
15664,309.2531,c_79ch,-38.98293
15665,309.25525,c_903ch,-33.60354
15666,309.2554,c_392ch,-30.55418
15667,309.2583,c_595ch,-54.27761
15668,309.26015,c_641ch,-60.69969
15669,309.26335,c_611ch,-37.21515
15670,309.26915,c_153ch,-29.28252
15671,309.27275,c_793ch,-41.68821
15672,309.2729,c_701ch,-57.90741
15673,309.27375,c_733ch,-24.54928
15674,309.27545,c_783ch,-28.0247
15675,309.277,c_640ch,-26.48549
15676,309.27715,c_576ch,-38.25562
15677,309.2773,c_1020ch,-44.36074
15678,309.27735,c_660ch,-51.19493
15679,309.2775,c_568ch,-22.26768
15680,309.2821,c_638ch,-45.10574
15681,309.28215,c_718ch,-41.30985
15682,309.2897,c_528ch,-25.41115
15683,309.2912,c_805ch,-38.64999
15684,309.292,c_793ch,-42.0032
15685,309.2921,c_701ch,-53.45865
15686,309.29345,c_11ch,-29.45872
15687,309.2937,c_54ch,-73.21718
15688,309.2941,c_54ch,-44.31506
15689,309.2948,c_724ch,-33.74384
15690,309.2949,c_652ch,-30.13158
15691,309.29555,c_54ch,-52.80864
15692,309.2959,c_883ch,-78.8769
15693,309.2972,c_611ch,-45.10969
15694,309.2977,c_780ch,-31.00654
15695,309.2979,c_1020ch,-38.35988
15696,309.29895,c_1009ch,-19.67923
15697,309.3013,c_747ch,-45.88119
15698,309.3014,c_942ch,-28.05628
15699,309.3019,c_392ch,-23.81221
15700,309.30355,c_595ch,-54.75669
15701,309.3043,c_783ch,-32.547
15702,309.30435,c_592ch,-32.6511
15703,309.30705,c_909ch,-27.78592
15704,309.30875,c_652ch,-28.66961
15705,309.3103,c_1016ch,-29.06624
15706,309.3103,c_37ch,-21.8609
15707,309.3116,c_153ch,-39.318
15708,309.3141,c_793ch,-44.96584
15709,309.3142,c_701ch,-55.58019
15710,309.31685,c_576ch,-33.28549
15711,309.3169,c_528ch,-23.92755
15712,309.317,c_744ch,-28.1113
15713,309.31705,c_660ch,-58.73392
15714,309.31705,c_1020ch,-47.46664
15715,309.31715,c_836ch,-25.43386
15716,309.3172,c_568ch,-19.9544
15717,309.32,c_208ch,-28.98508
15718,309.3202,c_680ch,-39.8233
15719,309.3203,c_784ch,-29.55229
15720,309.32215,c_1020ch,-44.21379
15721,309.32555,c_696ch,-30.09118
15722,309.32915,c_724ch,-36.66981
15723,309.33175,c_934ch,-38.58272
15724,309.33175,c_641ch,-54.0652
15725,309.3358,c_829ch,-78.83211
15726,309.33615,c_611ch,-43.25623
15727,309.33755,c_829ch,-77.97861
15728,309.33825,c_1017ch,-24.62229
15729,309.3383,c_933ch,-53.98876
15730,309.3384,c_793ch,-40.45981
15731,309.33855,c_701ch,-52.70515
15732,309.3393,c_595ch,-54.7523
15733,309.34035,c_767ch,-56.05912
15734,309.34095,c_829ch,-73.79163
15735,309.341,c_767ch,-53.81579
15736,309.34245,c_767ch,-51.35526
15737,309.34295,c_106ch,-41.45978
15738,309.3446,c_208ch,-25.85587
15739,309.3448,c_680ch,-40.87041
15740,309.3449,c_784ch,-28.30202
15741,309.34515,c_718ch,-36.22504
15742,309.3454,c_153ch,-47.48142
15743,309.349,c_696ch,-32.45769
15744,309.35145,c_942ch,-26.15527
15745,309.35275,c_780ch,-27.11359
15746,309.353,c_1020ch,-29.59619
15747,309.3553,c_724ch,-32.15549
15748,309.3554,c_652ch,-30.93112
15749,309.35575,c_656ch,-19.39796
15750,309.35815,c_783ch,-24.70601
15751,309.3624,c_392ch,-24.95378
15752,309.3673,c_528ch,-22.31517
15753,309.37045,c_1013ch,-24.70881
15754,309.3715,c_595ch,-52.92223
15755,309.3735,c_611ch,-37.30204
15756,309.3807,c_724ch,-31.80864
15757,309.38405,c_392ch,-26.05485
15758,309.38805,c_696ch,-34.64172
15759,309.38815,c_680ch,-36.40306
15760,309.38815,c_612ch,-27.5969
15761,309.3882,c_784ch,-39.60807
15762,309.39015,c_576ch,-44.5671
15763,309.3902,c_528ch,-23.1455
15764,309.39025,c_744ch,-28.55013
15765,309.3903,c_1020ch,-51.14615
15766,309.3903,c_660ch,-66.47963
15767,309.3904,c_836ch,-29.06021
15768,309.39045,c_568ch,-22.44763
15769,309.3972,c_1016ch,-30.78006
15770,309.399,c_780ch,-24.46624
15771,309.3992,c_1020ch,-33.90668
15772,309.39945,c_392ch,-32.04778
15773,309.3995,c_876ch,-24.04801
15774,309.40655,c_724ch,-39.32705
15775,309.4068,c_872ch,-29.05
15776,309.40685,c_396ch,-16.70787
15777,309.40965,c_696ch,-37.55938
15778,309.41185,c_933ch,-56.20911
15779,309.412,c_793ch,-42.66717
15780,309.4121,c_701ch,-50.87133
15781,309.41305,c_641ch,-38.89509
15782,309.41315,c_960ch,-30.97718
15783,309.41665,c_1013ch,-24.16308
15784,309.41675,c_611ch,-36.86903
15785,309.4253,c_783ch,-29.27305
15786,309.42765,c_942ch,-23.70333
15787,309.4301,c_724ch,-33.58784
15788,309.4302,c_652ch,-25.47113
15789,309.4315,c_733ch,-33.86617
15790,309.4316,c_638ch,-32.71424
15791,309.432,c_208ch,-22.88837
15792,309.43225,c_612ch,-32.72486
15793,309.43225,c_680ch,-32.22468
15794,309.4323,c_784ch,-35.16483
15795,309.43445,c_641ch,-44.86561
15796,309.4345,c_934ch,-39.47252
15797,309.43535,c_903ch,-34.21077
15798,309.4442,c_153ch,-38.37293
15799,309.45355,c_392ch,-26.45907
15800,309.45635,c_891ch,-25.14995
15801,309.4589,c_724ch,-32.16268
15802,309.459,c_652ch,-32.91603
15803,309.4591,c_872ch,-24.321
15804,309.4593,c_656ch,-20.85118
15805,309.4603,c_933ch,-53.25604
15806,309.4603,c_1017ch,-23.5904
15807,309.46045,c_793ch,-41.19057
15808,309.4606,c_701ch,-42.64995
15809,309.46165,c_1016ch,-29.74114
15810,309.46305,c_601ch,-28.76311
15811,309.4644,c_995ch,-43.37499
15812,309.46445,c_1014ch,-39.64997
15813,309.46445,c_678ch,-43.4607
15814,309.46455,c_991ch,-49.80356
15815,309.4674,c_595ch,-54.00874
15816,309.46935,c_640ch,-26.95118
15817,309.4696,c_576ch,-35.60649
15818,309.46965,c_528ch,-26.30966
15819,309.4697,c_744ch,-34.41702
15820,309.46975,c_1020ch,-51.28518
15821,309.4698,c_660ch,-68.72972
15822,309.46985,c_836ch,-31.30245
15823,309.4699,c_568ch,-20.45489
15824,309.4708,c_868ch,-26.31849
15825,309.4732,c_680ch,-34.72937
15826,309.47855,c_1020ch,-31.72178
15827,309.4816,c_862ch,-23.0232
15828,309.4826,c_933ch,-51.3122
15829,309.48275,c_793ch,-48.98228
15830,309.4829,c_701ch,-59.00741
15831,309.4951,c_724ch,-38.11038
15832,309.4952,c_652ch,-28.28811
15833,309.49525,c_532ch,-24.79389
15834,309.49535,c_872ch,-20.0539
15835,309.514,c_392ch,-23.82531
15836,309.51685,c_641ch,-46.0517
15837,309.52995,c_66ch,-23.77357
15838,309.5301,c_959ch,-34.13443
15839,309.5494,c_115ch,-26.98714
15840,309.5516,c_862ch,-27.5953
15841,309.5517,c_909ch,-23.39658
15842,309.55875,c_711ch,-28.26873
15843,309.5602,c_612ch,-28.82124
15844,309.56025,c_680ch,-33.50272
15845,309.56025,c_784ch,-36.92548
15846,309.58935,c_933ch,-29.35085
15847,309.59905,c_115ch,-27.83318
15848,309.608,c_870ch,-21.37292
15849,309.63605,c_652ch,-22.51056
15850,309.63615,c_208ch,-26.19174
15851,309.70705,c_256ch,-21.6998
15852,309.70705,c_740ch,-18.77405
15853,309.70715,c_841ch,-19.28089
15854,309.73605,c_115ch,-21.91292
15855,309.79515,c_385ch,-18.04671
15856,309.9665,c_933ch,-22.33538
15857,309.99675,c_933ch,-32.31712
15858,310.00515,c_40ch,-19.63245
15859,310.0587,c_946ch,-50.08858
15860,310.08915,c_933ch,-30.2717
15861,310.18405,c_942ch,-18.71593
15862,310.19535,c_933ch,-28.33673
15863,310.45845,c_688ch,-19.30836
15864,310.53265,c_933ch,-23.58809
15865,311.0687,c_821ch,-19.43187
15866,311.0834,c_45ch,-18.66368
15867,311.1945,c_843ch,-24.31458
15868,311.23665,c_933ch,-26.4701
15869,311.3554,c_946ch,-45.23107
15870,311.39975,c_528ch,-23.05051
15871,311.40005,c_660ch,-30.19409
15872,311.4001,c_888ch,-26.38703
15873,311.4303,c_1016ch,-31.55058
15874,311.4996,c_660ch,-23.0423
15875,311.49965,c_888ch,-23.90584
15876,311.5117,c_933ch,-30.57032
15877,311.5293,c_711ch,-20.96504
15878,311.5568,c_127ch,-18.78024
15879,311.63995,c_723ch,-26.12078
15880,311.7625,c_933ch,-35.43428
15881,311.8688,c_932ch,-24.14503
15882,312.00255,c_933ch,-31.03185
15883,312.0581,c_815ch,-23.15515
15884,312.1603,c_37ch,-20.4268
15885,312.1805,c_236ch,-23.58182
15886,312.24475,c_933ch,-23.68796
15887,312.28355,c_808ch,-15.89304
15888,312.33595,c_643ch,-19.541
15889,312.3643,c_973ch,-21.82391
15890,312.4087,c_576ch,-19.52521
15891,312.40905,c_1020ch,-21.63144
15892,312.44585,c_886ch,-34.91544
15893,312.44845,c_933ch,-37.40239
15894,312.6448,c_236ch,-25.86375
15895,312.66515,c_932ch,-18.96481
15896,312.70475,c_576ch,-17.56504
15897,312.74995,c_528ch,-24.70446
15898,312.8977,c_688ch,-18.97792
15899,312.9709,c_385ch,-19.8498
15900,313.01655,c_847ch,-24.33928
15901,313.0192,c_933ch,-34.3152
15902,313.1564,c_1016ch,-34.97169
15903,313.1565,c_1020ch,-28.54291
15904,313.1566,c_660ch,-26.00191
15905,313.1689,c_234ch,-20.32927
15906,313.28555,c_758ch,-28.26145
15907,313.28555,c_843ch,-26.51923
15908,313.28625,c_932ch,-20.29875
15909,313.51565,c_1020ch,-24.34817
15910,313.52365,c_933ch,-29.95413
15911,313.60985,c_933ch,-27.67189
15912,313.6201,c_79ch,-22.01319
15913,313.75785,c_236ch,-28.93776
15914,313.92775,c_932ch,-19.08723
15915,314.02135,c_954ch,-869.7552
15916,314.02135,c_1002ch,-892.1165
15917,314.02135,c_906ch,-920.7896
15918,314.02135,c_978ch,-791.0867
15919,314.02135,c_898ch,-807.7942
15920,314.0214,c_814ch,-865.9153
15921,314.0214,c_999ch,-762.9236
15922,314.0214,c_955ch,-753.5251
15923,314.0214,c_769ch,-824.4166
15924,314.0214,c_670ch,-761.2981
15925,314.0214,c_13ch,-718.0239
15926,314.0214,c_654ch,-787.2172
15927,314.0214,c_857ch,-730.6984
15928,314.0214,c_747ch,-795.4139
15929,314.0214,c_971ch,-711.7875
15930,314.0214,c_831ch,-852.4449
15931,314.0214,c_1014ch,-903.669
15932,314.0214,c_1010ch,-790.1519
15933,314.0214,c_698ch,-874.1349
15934,314.0214,c_838ch,-837.6549
15935,314.0214,c_59ch,-876.8191
15936,314.0214,c_939ch,-865.4362
15937,314.0214,c_40ch,-710.8828
15938,314.0214,c_938ch,-863.5095
15939,314.0214,c_738ch,-844.2609
15940,314.0214,c_842ch,-825.8489
15941,314.0214,c_987ch,-903.2606
15942,314.0214,c_805ch,-849.6527
15943,314.0214,c_627ch,-737.27
15944,314.0214,c_846ch,-763.0424
15945,314.0214,c_686ch,-855.6652
15946,314.0214,c_521ch,-778.3517
15947,314.0214,c_790ch,-858.8465
15948,314.0214,c_853ch,-740.3444
15949,314.0214,c_951ch,-746.1486
15950,314.0214,c_983ch,-779.3828
15951,314.02155,c_385ch,-480.5594
15952,314.02155,c_664ch,-612.748
15953,314.02155,c_196ch,-527.4944
15954,314.02155,c_381ch,-453.8668
15955,314.0216,c_126ch,-519.5644
15956,314.0217,c_898ch,-622.3278
15957,314.02175,c_987ch,-644.2167
15958,314.02175,c_814ch,-785.2796
15959,314.02175,c_59ch,-709.9437
15960,314.02175,c_906ch,-521.9846
15961,314.02175,c_1002ch,-549.5529
15962,314.02175,c_938ch,-845.3375
15963,314.02175,c_954ch,-513.5018
15964,314.02175,c_831ch,-757.636
15965,314.02175,c_1010ch,-778.7167
15966,314.02175,c_738ch,-833.0727
15967,314.02175,c_978ch,-692.6552
15968,314.04685,c_793ch,-61.08869
15969,314.04815,c_733ch,-40.33767
15970,314.0516,c_576ch,-42.23585
15971,314.05175,c_744ch,-35.22433
15972,314.0518,c_660ch,-61.01325
15973,314.05185,c_836ch,-31.70103
15974,314.0519,c_568ch,-32.39057
15975,314.05565,c_1016ch,-36.6184
15976,314.0593,c_924ch,-37.60794
15977,314.0594,c_960ch,-28.669
15978,314.062,c_724ch,-68.1285
15979,314.0621,c_800ch,-21.68791
15980,314.06215,c_652ch,-37.68756
15981,314.0622,c_532ch,-51.52546
15982,314.06225,c_208ch,-43.63119
15983,314.0623,c_604ch,-21.23627
15984,314.06255,c_680ch,-39.40023
15985,314.06255,c_612ch,-41.62984
15986,314.06255,c_784ch,-57.62751
15987,314.0626,c_696ch,-37.98253
15988,314.0626,c_672ch,-43.37955
15989,314.0641,c_567ch,-56.77827
15990,314.07145,c_1013ch,-29.65482
15991,314.07495,c_1016ch,-36.07051
15992,314.0756,c_782ch,-33.6583
15993,314.07835,c_947ch,-43.19408
15994,314.0788,c_153ch,-60.29206
15995,314.08395,c_685ch,-36.77041
15996,314.08715,c_680ch,-39.56281
15997,314.08715,c_651ch,-33.14553
15998,314.08725,c_784ch,-38.24144
15999,314.0903,c_37ch,-34.02032
16000,314.09325,c_692ch,-30.98519
16001,314.09355,c_79ch,-31.25625
16002,314.10045,c_783ch,-24.9045
16003,314.10105,c_925ch,-23.80896
16004,314.10175,c_909ch,-34.90353
16005,314.10395,c_576ch,-37.16611
16006,314.1041,c_1020ch,-50.06636
16007,314.10415,c_660ch,-55.34742
16008,314.10425,c_568ch,-30.45944
16009,314.1054,c_724ch,-37.26585
16010,314.1058,c_701ch,-63.86182
16011,314.1083,c_696ch,-37.32271
16012,314.11045,c_751ch,-23.15166
16013,314.11065,c_716ch,-27.17918
16014,314.1134,c_595ch,-74.68205
16015,314.1156,c_701ch,-61.94219
16016,314.11655,c_783ch,-26.82844
16017,314.12995,c_718ch,-43.39859
16018,314.13025,c_612ch,-35.75761
16019,314.13025,c_680ch,-32.6297
16020,314.1303,c_784ch,-35.21281
16021,314.13185,c_576ch,-38.45052
16022,314.13205,c_660ch,-43.22499
16023,314.1321,c_836ch,-26.8688
16024,314.1322,c_568ch,-24.66245
16025,314.1328,c_722ch,-32.59642
16026,314.13365,c_595ch,-68.23151
16027,314.1338,c_847ch,-33.3138
16028,314.13425,c_959ch,-49.77361
16029,314.1361,c_153ch,-51.93015
16030,314.1374,c_656ch,-25.69764
16031,314.14255,c_783ch,-26.21463
16032,314.14275,c_696ch,-30.50967
16033,314.14385,c_780ch,-34.5994
16034,314.15085,c_701ch,-48.744
16035,314.15185,c_733ch,-35.44084
16036,314.1533,c_715ch,-24.63276
16037,314.15355,c_949ch,-22.53171
16038,314.15925,c_595ch,-55.84481
16039,314.1603,c_640ch,-29.9775
16040,314.16045,c_576ch,-35.75858
16041,314.16065,c_1020ch,-48.08813
16042,314.16065,c_660ch,-53.35256
16043,314.16075,c_836ch,-23.23085
16044,314.17115,c_724ch,-44.65195
16045,314.1712,c_652ch,-32.36174
16046,314.1722,c_733ch,-39.88338
16047,314.17785,c_793ch,-45.64719
16048,314.178,c_701ch,-51.85007
16049,314.18055,c_677ch,-37.787
16050,314.1814,c_680ch,-42.26762
16051,314.1814,c_612ch,-31.60218
16052,314.18145,c_784ch,-29.94265
16053,314.1888,c_696ch,-32.80867
16054,314.19005,c_701ch,-47.45766
16055,314.1917,c_724ch,-40.29874
16056,314.19755,c_1009ch,-21.74635
16057,314.19785,c_153ch,-40.99806
16058,314.2014,c_576ch,-50.80093
16059,314.2016,c_1020ch,-42.51911
16060,314.2016,c_744ch,-31.96181
16061,314.2016,c_660ch,-68.26625
16062,314.2017,c_919ch,-42.69383
16063,314.2017,c_836ch,-35.89648
16064,314.20175,c_568ch,-20.54052
16065,314.2034,c_611ch,-37.97255
16066,314.20745,c_392ch,-28.93527
16067,314.2077,c_724ch,-47.39241
16068,314.2078,c_652ch,-41.6345
16069,314.20785,c_532ch,-37.40511
16070,314.2079,c_208ch,-37.25573
16071,314.2081,c_680ch,-34.56064
16072,314.2082,c_784ch,-31.34799
16073,314.2094,c_595ch,-67.23312
16074,314.21105,c_733ch,-32.00528
16075,314.21165,c_684ch,-23.80314
16076,314.21185,c_783ch,-25.94936
16077,314.2126,c_641ch,-46.58366
16078,314.21715,c_711ch,-37.88707
16079,314.22665,c_733ch,-30.60785
16080,314.22955,c_576ch,-39.13328
16081,314.22975,c_1020ch,-42.72942
16082,314.2298,c_660ch,-63.55934
16083,314.23015,c_153ch,-44.22534
16084,314.23035,c_638ch,-47.19146
16085,314.2347,c_783ch,-29.81642
16086,314.235,c_236ch,-26.23587
16087,314.23655,c_793ch,-51.16259
16088,314.23665,c_701ch,-60.41364
16089,314.24,c_951ch,-44.57974
